record_type,year,decade,era,five_year_plan,is_election_year,economic_event,flow,commodity,partner_country,country_code,region,trade_bloc,segment_value_usd_m,segment_share_pct,exports_usd_million,imports_usd_million,trade_balance_usd_million,exports_merchandise_usd_m,imports_merchandise_usd_m,exports_services_usd_m,imports_services_usd_m,gdp_usd_billion,trade_openness_pct,export_growth_yoy_pct,import_growth_yoy_pct,data_source
Commodity_Breakdown,2015,2010s,Digital India Era,Plan 13,0,,Import,Edible Oils,,,,,15680.0,4.0,426000,392000,,,,,,2103.6,,,,
Commodity_Breakdown,2015,2010s,Digital India Era,Plan 13,0,,Import,Defence & Aerospace,,,,,19600.0,5.0,426000,392000,,,,,,2103.6,,,,
Commodity_Breakdown,2015,2010s,Digital India Era,Plan 13,0,,Import,Other Merchandise,,,,,101920.0,26.0,426000,392000,,,,,,2103.6,,,,
Commodity_Breakdown,2016,2010s,Digital India Era,Plan 13,0,Demonetisation,Export,Engineering Goods,,,,,104442.0,26.0,401700,383800,,,,,,2294.8,,,,
Commodity_Breakdown,2016,2010s,Digital India Era,Plan 13,0,Demonetisation,Export,Petroleum Products,,,,,52221.0,13.0,401700,383800,,,,,,2294.8,,,,
Commodity_Breakdown,2016,2010s,Digital India Era,Plan 13,0,Demonetisation,Export,Gems & Jewellery,,,,,40170.0,10.0,401700,383800,,,,,,2294.8,,,,
Commodity_Breakdown,2016,2010s,Digital India Era,Plan 13,0,Demonetisation,Export,Chemicals & Pharma,,,,,56238.0,14.0,401700,383800,,,,,,2294.8,,,,
Commodity_Breakdown,2016,2010s,Digital India Era,Plan 13,0,Demonetisation,Export,Textiles & Apparel,,,,,44187.0,11.0,401700,383800,,,,,,2294.8,,,,
Commodity_Breakdown,2016,2010s,Digital India Era,Plan 13,0,Demonetisation,Export,Agriculture & Allied,,,,,44187.0,11.0,401700,383800,,,,,,2294.8,,,,
Commodity_Breakdown,2016,2010s,Digital India Era,Plan 13,0,Demonetisation,Export,Electronics & IT Goods,,,,,28119.0,7.0,401700,383800,,,,,,2294.8,,,,
Commodity_Breakdown,2016,2010s,Digital India Era,Plan 13,0,Demonetisation,Export,Other Merchandise,,,,,32136.0,8.0,401700,383800,,,,,,2294.8,,,,
Commodity_Breakdown,2016,2010s,Digital India Era,Plan 13,0,Demonetisation,Import,Crude Oil & Petroleum,,,,,76760.0,20.0,401700,383800,,,,,,2294.8,,,,
Commodity_Breakdown,2016,2010s,Digital India Era,Plan 13,0,Demonetisation,Import,Electronics & Machinery,,,,,84436.0,22.0,401700,383800,,,,,,2294.8,,,,
Commodity_Breakdown,2016,2010s,Digital India Era,Plan 13,0,Demonetisation,Import,Gold & Precious Metals,,,,,30704.0,8.0,401700,383800,,,,,,2294.8,,,,
Commodity_Breakdown,2016,2010s,Digital India Era,Plan 13,0,Demonetisation,Import,Chemicals,,,,,30704.0,8.0,401700,383800,,,,,,2294.8,,,,
Commodity_Breakdown,2016,2010s,Digital India Era,Plan 13,0,Demonetisation,Import,Coal & Coke,,,,,26866.0,7.0,401700,383800,,,,,,2294.8,,,,
Commodity_Breakdown,2016,2010s,Digital India Era,Plan 13,0,Demonetisation,Import,Edible Oils,,,,,15352.0,4.0,401700,383800,,,,,,2294.8,,,,
Commodity_Breakdown,2016,2010s,Digital India Era,Plan 13,0,Demonetisation,Import,Defence & Aerospace,,,,,19190.0,5.0,401700,383800,,,,,,2294.8,,,,
Commodity_Breakdown,2016,2010s,Digital India Era,Plan 13,0,Demonetisation,Import,Other Merchandise,,,,,99788.0,26.0,401700,383800,,,,,,2294.8,,,,
Commodity_Breakdown,2017,2010s,Digital India Era,Plan 13,0,GST Implementation,Export,Engineering Goods,,,,,125788.0,26.0,483800,477700,,,,,,2651.5,,,,
Commodity_Breakdown,2017,2010s,Digital India Era,Plan 13,0,GST Implementation,Export,Petroleum Products,,,,,67732.0,14.0,483800,477700,,,,,,2651.5,,,,
Commodity_Breakdown,2017,2010s,Digital India Era,Plan 13,0,GST Implementation,Export,Gems & Jewellery,,,,,43542.0,9.0,483800,477700,,,,,,2651.5,,,,
Commodity_Breakdown,2017,2010s,Digital India Era,Plan 13,0,GST Implementation,Export,Chemicals & Pharma,,,,,67732.0,14.0,483800,477700,,,,,,2651.5,,,,
Commodity_Breakdown,2017,2010s,Digital India Era,Plan 13,0,GST Implementation,Export,Textiles & Apparel,,,,,53218.0,11.0,483800,477700,,,,,,2651.5,,,,
Commodity_Breakdown,2017,2010s,Digital India Era,Plan 13,0,GST Implementation,Export,Agriculture & Allied,,,,,53218.0,11.0,483800,477700,,,,,,2651.5,,,,
Commodity_Breakdown,2017,2010s,Digital India Era,Plan 13,0,GST Implementation,Export,Electronics & IT Goods,,,,,33866.0,7.0,483800,477700,,,,,,2651.5,,,,
Commodity_Breakdown,2017,2010s,Digital India Era,Plan 13,0,GST Implementation,Export,Other Merchandise,,,,,38704.0,8.0,483800,477700,,,,,,2651.5,,,,
Commodity_Breakdown,2017,2010s,Digital India Era,Plan 13,0,GST Implementation,Import,Crude Oil & Petroleum,,,,,109871.0,23.0,483800,477700,,,,,,2651.5,,,,
Commodity_Breakdown,2017,2010s,Digital India Era,Plan 13,0,GST Implementation,Import,Electronics & Machinery,,,,,105094.0,22.0,483800,477700,,,,,,2651.5,,,,
Commodity_Breakdown,2017,2010s,Digital India Era,Plan 13,0,GST Implementation,Import,Gold & Precious Metals,,,,,33439.0,7.0,483800,477700,,,,,,2651.5,,,,
Commodity_Breakdown,2017,2010s,Digital India Era,Plan 13,0,GST Implementation,Import,Chemicals,,,,,38216.0,8.0,483800,477700,,,,,,2651.5,,,,
Commodity_Breakdown,2017,2010s,Digital India Era,Plan 13,0,GST Implementation,Import,Coal & Coke,,,,,33439.0,7.0,483800,477700,,,,,,2651.5,,,,
Commodity_Breakdown,2017,2010s,Digital India Era,Plan 13,0,GST Implementation,Import,Edible Oils,,,,,19108.0,4.0,483800,477700,,,,,,2651.5,,,,
Commodity_Breakdown,2017,2010s,Digital India Era,Plan 13,0,GST Implementation,Import,Defence & Aerospace,,,,,23885.0,5.0,483800,477700,,,,,,2651.5,,,,
Commodity_Breakdown,2017,2010s,Digital India Era,Plan 13,0,GST Implementation,Import,Other Merchandise,,,,,114648.0,24.0,483800,477700,,,,,,2651.5,,,,
Commodity_Breakdown,2018,2010s,Digital India Era,Plan 13,0,,Export,Engineering Goods,,,,,139100.0,26.0,535000,617000,,,,,,2713.2,,,,
Commodity_Breakdown,2018,2010s,Digital India Era,Plan 13,0,,Export,Petroleum Products,,,,,69550.0,13.0,535000,617000,,,,,,2713.2,,,,
Commodity_Breakdown,2018,2010s,Digital India Era,Plan 13,0,,Export,Gems & Jewellery,,,,,42800.0,8.0,535000,617000,,,,,,2713.2,,,,
Commodity_Breakdown,2018,2010s,Digital India Era,Plan 13,0,,Export,Chemicals & Pharma,,,,,80250.0,15.0,535000,617000,,,,,,2713.2,,,,
Commodity_Breakdown,2018,2010s,Digital India Era,Plan 13,0,,Export,Textiles & Apparel,,,,,58850.0,11.0,535000,617000,,,,,,2713.2,,,,
Commodity_Breakdown,2018,2010s,Digital India Era,Plan 13,0,,Export,Agriculture & Allied,,,,,53500.0,10.0,535000,617000,,,,,,2713.2,,,,
Commodity_Breakdown,2018,2010s,Digital India Era,Plan 13,0,,Export,Electronics & IT Goods,,,,,42800.0,8.0,535000,617000,,,,,,2713.2,,,,
Commodity_Breakdown,2018,2010s,Digital India Era,Plan 13,0,,Export,Other Merchandise,,,,,48150.0,9.0,535000,617000,,,,,,2713.2,,,,
Commodity_Breakdown,2018,2010s,Digital India Era,Plan 13,0,,Import,Crude Oil & Petroleum,,,,,135740.0,22.0,535000,617000,,,,,,2713.2,,,,
Commodity_Breakdown,2018,2010s,Digital India Era,Plan 13,0,,Import,Electronics & Machinery,,,,,135740.0,22.0,535000,617000,,,,,,2713.2,,,,
Commodity_Breakdown,2018,2010s,Digital India Era,Plan 13,0,,Import,Gold & Precious Metals,,,,,37020.0,6.0,535000,617000,,,,,,2713.2,,,,
Commodity_Breakdown,2018,2010s,Digital India Era,Plan 13,0,,Import,Chemicals,,,,,49360.0,8.0,535000,617000,,,,,,2713.2,,,,
Commodity_Breakdown,2018,2010s,Digital India Era,Plan 13,0,,Import,Coal & Coke,,,,,43190.0,7.0,535000,617000,,,,,,2713.2,,,,
Commodity_Breakdown,2018,2010s,Digital India Era,Plan 13,0,,Import,Edible Oils,,,,,24680.0,4.0,535000,617000,,,,,,2713.2,,,,
Commodity_Breakdown,2018,2010s,Digital India Era,Plan 13,0,,Import,Defence & Aerospace,,,,,30850.0,5.0,535000,617000,,,,,,2713.2,,,,
Commodity_Breakdown,2018,2010s,Digital India Era,Plan 13,0,,Import,Other Merchandise,,,,,160420.0,26.0,535000,617000,,,,,,2713.2,,,,
Commodity_Breakdown,2019,2010s,Digital India Era,Plan 13,1,,Export,Engineering Goods,,,,,142695.0,27.0,528500,590000,,,,,,2869.0,,,,
Commodity_Breakdown,2019,2010s,Digital India Era,Plan 13,1,,Export,Petroleum Products,,,,,52850.0,10.0,528500,590000,,,,,,2869.0,,,,
Commodity_Breakdown,2019,2010s,Digital India Era,Plan 13,1,,Export,Gems & Jewellery,,,,,36995.0,7.0,528500,590000,,,,,,2869.0,,,,
Commodity_Breakdown,2019,2010s,Digital India Era,Plan 13,1,,Export,Chemicals & Pharma,,,,,79275.0,15.0,528500,590000,,,,,,2869.0,,,,
Commodity_Breakdown,2019,2010s,Digital India Era,Plan 13,1,,Export,Textiles & Apparel,,,,,58135.0,11.0,528500,590000,,,,,,2869.0,,,,
Commodity_Breakdown,2019,2010s,Digital India Era,Plan 13,1,,Export,Agriculture & Allied,,,,,52850.0,10.0,528500,590000,,,,,,2869.0,,,,
Commodity_Breakdown,2019,2010s,Digital India Era,Plan 13,1,,Export,Electronics & IT Goods,,,,,42280.0,8.0,528500,590000,,,,,,2869.0,,,,
Commodity_Breakdown,2019,2010s,Digital India Era,Plan 13,1,,Export,Other Merchandise,,,,,47565.0,9.0,528500,590000,,,,,,2869.0,,,,
Commodity_Breakdown,2019,2010s,Digital India Era,Plan 13,1,,Import,Crude Oil & Petroleum,,,,,106200.0,18.0,528500,590000,,,,,,2869.0,,,,
Commodity_Breakdown,2019,2010s,Digital India Era,Plan 13,1,,Import,Electronics & Machinery,,,,,129800.0,22.0,528500,590000,,,,,,2869.0,,,,
Commodity_Breakdown,2019,2010s,Digital India Era,Plan 13,1,,Import,Gold & Precious Metals,,,,,35400.0,6.0,528500,590000,,,,,,2869.0,,,,
Commodity_Breakdown,2019,2010s,Digital India Era,Plan 13,1,,Import,Chemicals,,,,,47200.0,8.0,528500,590000,,,,,,2869.0,,,,
Commodity_Breakdown,2019,2010s,Digital India Era,Plan 13,1,,Import,Coal & Coke,,,,,41300.0,7.0,528500,590000,,,,,,2869.0,,,,
Commodity_Breakdown,2019,2010s,Digital India Era,Plan 13,1,,Import,Edible Oils,,,,,23600.0,4.0,528500,590000,,,,,,2869.0,,,,
Commodity_Breakdown,2019,2010s,Digital India Era,Plan 13,1,,Import,Defence & Aerospace,,,,,29500.0,5.0,528500,590000,,,,,,2869.0,,,,
Commodity_Breakdown,2019,2010s,Digital India Era,Plan 13,1,,Import,Other Merchandise,,,,,177000.0,30.0,528500,590000,,,,,,2869.0,,,,
Commodity_Breakdown,2020,2020s,Digital India Era,Plan 13,0,COVID-19 Pandemic,Export,Engineering Goods,,,,,134919.0,27.0,499700,510200,,,,,,2671.6,,,,
Commodity_Breakdown,2020,2020s,Digital India Era,Plan 13,0,COVID-19 Pandemic,Export,Petroleum Products,,,,,69958.0,14.0,499700,510200,,,,,,2671.6,,,,
Commodity_Breakdown,2020,2020s,Digital India Era,Plan 13,0,COVID-19 Pandemic,Export,Gems & Jewellery,,,,,39976.0,8.0,499700,510200,,,,,,2671.6,,,,
Commodity_Breakdown,2020,2020s,Digital India Era,Plan 13,0,COVID-19 Pandemic,Export,Chemicals & Pharma,,,,,79952.0,16.0,499700,510200,,,,,,2671.6,,,,
Commodity_Breakdown,2020,2020s,Digital India Era,Plan 13,0,COVID-19 Pandemic,Export,Textiles & Apparel,,,,,54967.0,11.0,499700,510200,,,,,,2671.6,,,,
Commodity_Breakdown,2020,2020s,Digital India Era,Plan 13,0,COVID-19 Pandemic,Export,Agriculture & Allied,,,,,49970.0,10.0,499700,510200,,,,,,2671.6,,,,
Commodity_Breakdown,2020,2020s,Digital India Era,Plan 13,0,COVID-19 Pandemic,Export,Electronics & IT Goods,,,,,34979.0,7.0,499700,510200,,,,,,2671.6,,,,
Commodity_Breakdown,2020,2020s,Digital India Era,Plan 13,0,COVID-19 Pandemic,Export,Other Merchandise,,,,,34979.0,7.0,499700,510200,,,,,,2671.6,,,,
Commodity_Breakdown,2020,2020s,Digital India Era,Plan 13,0,COVID-19 Pandemic,Import,Crude Oil & Petroleum,,,,,112244.0,22.0,499700,510200,,,,,,2671.6,,,,
Commodity_Breakdown,2020,2020s,Digital India Era,Plan 13,0,COVID-19 Pandemic,Import,Electronics & Machinery,,,,,112244.0,22.0,499700,510200,,,,,,2671.6,,,,
Commodity_Breakdown,2020,2020s,Digital India Era,Plan 13,0,COVID-19 Pandemic,Import,Gold & Precious Metals,,,,,35714.0,7.0,499700,510200,,,,,,2671.6,,,,
Commodity_Breakdown,2020,2020s,Digital India Era,Plan 13,0,COVID-19 Pandemic,Import,Chemicals,,,,,40816.0,8.0,499700,510200,,,,,,2671.6,,,,
Commodity_Breakdown,2020,2020s,Digital India Era,Plan 13,0,COVID-19 Pandemic,Import,Coal & Coke,,,,,35714.0,7.0,499700,510200,,,,,,2671.6,,,,
Commodity_Breakdown,2020,2020s,Digital India Era,Plan 13,0,COVID-19 Pandemic,Import,Edible Oils,,,,,20408.0,4.0,499700,510200,,,,,,2671.6,,,,
Commodity_Breakdown,2020,2020s,Digital India Era,Plan 13,0,COVID-19 Pandemic,Import,Defence & Aerospace,,,,,25510.0,5.0,499700,510200,,,,,,2671.6,,,,
Commodity_Breakdown,2020,2020s,Digital India Era,Plan 13,0,COVID-19 Pandemic,Import,Other Merchandise,,,,,127550.0,25.0,499700,510200,,,,,,2671.6,,,,
Commodity_Breakdown,2021,2020s,Digital India Era,Plan 13,0,,Export,Engineering Goods,,,,,183006.0,27.0,677800,760900,,,,,,3150.3,,,,
Commodity_Breakdown,2021,2020s,Digital India Era,Plan 13,0,,Export,Petroleum Products,,,,,115226.0,17.0,677800,760900,,,,,,3150.3,,,,
Commodity_Breakdown,2021,2020s,Digital India Era,Plan 13,0,,Export,Gems & Jewellery,,,,,61002.0,9.0,677800,760900,,,,,,3150.3,,,,
Commodity_Breakdown,2021,2020s,Digital India Era,Plan 13,0,,Export,Chemicals & Pharma,,,,,94892.0,14.0,677800,760900,,,,,,3150.3,,,,
Commodity_Breakdown,2021,2020s,Digital India Era,Plan 13,0,,Export,Textiles & Apparel,,,,,74558.0,11.0,677800,760900,,,,,,3150.3,,,,
Commodity_Breakdown,2021,2020s,Digital India Era,Plan 13,0,,Export,Agriculture & Allied,,,,,61002.0,9.0,677800,760900,,,,,,3150.3,,,,
Commodity_Breakdown,2021,2020s,Digital India Era,Plan 13,0,,Export,Electronics & IT Goods,,,,,54224.0,8.0,677800,760900,,,,,,3150.3,,,,
Commodity_Breakdown,2021,2020s,Digital India Era,Plan 13,0,,Export,Other Merchandise,,,,,47446.0,7.0,677800,760900,,,,,,3150.3,,,,
Commodity_Breakdown,2021,2020s,Digital India Era,Plan 13,0,,Import,Crude Oil & Petroleum,,,,,205443.0,27.0,677800,760900,,,,,,3150.3,,,,
Commodity_Breakdown,2021,2020s,Digital India Era,Plan 13,0,,Import,Electronics & Machinery,,,,,167398.0,22.0,677800,760900,,,,,,3150.3,,,,
Commodity_Breakdown,2021,2020s,Digital India Era,Plan 13,0,,Import,Gold & Precious Metals,,,,,60872.0,8.0,677800,760900,,,,,,3150.3,,,,
Commodity_Breakdown,2021,2020s,Digital India Era,Plan 13,0,,Import,Chemicals,,,,,60872.0,8.0,677800,760900,,,,,,3150.3,,,,
Commodity_Breakdown,2021,2020s,Digital India Era,Plan 13,0,,Import,Coal & Coke,,,,,53263.0,7.0,677800,760900,,,,,,3150.3,,,,
Commodity_Breakdown,2021,2020s,Digital India Era,Plan 13,0,,Import,Edible Oils,,,,,30436.0,4.0,677800,760900,,,,,,3150.3,,,,
Commodity_Breakdown,2021,2020s,Digital India Era,Plan 13,0,,Import,Defence & Aerospace,,,,,38045.0,5.0,677800,760900,,,,,,3150.3,,,,
Commodity_Breakdown,2021,2020s,Digital India Era,Plan 13,0,,Import,Other Merchandise,,,,,144571.0,19.0,677800,760900,,,,,,3150.3,,,,
Commodity_Breakdown,2022,2020s,Digital India Era,Plan 13,0,Russia-Ukraine War Impact,Export,Engineering Goods,,,,,210060.0,27.0,778000,897600,,,,,,3468.6,,,,
Commodity_Breakdown,2022,2020s,Digital India Era,Plan 13,0,Russia-Ukraine War Impact,Export,Petroleum Products,,,,,132260.0,17.0,778000,897600,,,,,,3468.6,,,,
Commodity_Breakdown,2022,2020s,Digital India Era,Plan 13,0,Russia-Ukraine War Impact,Export,Gems & Jewellery,,,,,70020.0,9.0,778000,897600,,,,,,3468.6,,,,
Commodity_Breakdown,2022,2020s,Digital India Era,Plan 13,0,Russia-Ukraine War Impact,Export,Chemicals & Pharma,,,,,108920.0,14.0,778000,897600,,,,,,3468.6,,,,
Commodity_Breakdown,2022,2020s,Digital India Era,Plan 13,0,Russia-Ukraine War Impact,Export,Textiles & Apparel,,,,,85580.0,11.0,778000,897600,,,,,,3468.6,,,,
Commodity_Breakdown,2022,2020s,Digital India Era,Plan 13,0,Russia-Ukraine War Impact,Export,Agriculture & Allied,,,,,70020.0,9.0,778000,897600,,,,,,3468.6,,,,
Commodity_Breakdown,2022,2020s,Digital India Era,Plan 13,0,Russia-Ukraine War Impact,Export,Electronics & IT Goods,,,,,62240.0,8.0,778000,897600,,,,,,3468.6,,,,
Commodity_Breakdown,2022,2020s,Digital India Era,Plan 13,0,Russia-Ukraine War Impact,Export,Other Merchandise,,,,,38900.0,5.0,778000,897600,,,,,,3468.6,,,,
Commodity_Breakdown,2022,2020s,Digital India Era,Plan 13,0,Russia-Ukraine War Impact,Import,Crude Oil & Petroleum,,,,,251328.0,28.0,778000,897600,,,,,,3468.6,,,,
Commodity_Breakdown,2022,2020s,Digital India Era,Plan 13,0,Russia-Ukraine War Impact,Import,Electronics & Machinery,,,,,197472.0,22.0,778000,897600,,,,,,3468.6,,,,
Commodity_Breakdown,2022,2020s,Digital India Era,Plan 13,0,Russia-Ukraine War Impact,Import,Gold & Precious Metals,,,,,80784.0,9.0,778000,897600,,,,,,3468.6,,,,
Commodity_Breakdown,2022,2020s,Digital India Era,Plan 13,0,Russia-Ukraine War Impact,Import,Chemicals,,,,,71808.0,8.0,778000,897600,,,,,,3468.6,,,,
Commodity_Breakdown,2022,2020s,Digital India Era,Plan 13,0,Russia-Ukraine War Impact,Import,Coal & Coke,,,,,62832.0,7.0,778000,897600,,,,,,3468.6,,,,
Commodity_Breakdown,2022,2020s,Digital India Era,Plan 13,0,Russia-Ukraine War Impact,Import,Edible Oils,,,,,35904.0,4.0,778000,897600,,,,,,3468.6,,,,
Commodity_Breakdown,2022,2020s,Digital India Era,Plan 13,0,Russia-Ukraine War Impact,Import,Defence & Aerospace,,,,,44880.0,5.0,778000,897600,,,,,,3468.6,,,,
Commodity_Breakdown,2022,2020s,Digital India Era,Plan 13,0,Russia-Ukraine War Impact,Import,Other Merchandise,,,,,152592.0,17.0,778000,897600,,,,,,3468.6,,,,
Commodity_Breakdown,2023,2020s,Digital India Era,Plan 13,0,,Export,Engineering Goods,,,,,201864.0,26.0,776400,898000,,,,,,3737.9,,,,
Commodity_Breakdown,2023,2020s,Digital India Era,Plan 13,0,,Export,Petroleum Products,,,,,124224.0,16.0,776400,898000,,,,,,3737.9,,,,
Commodity_Breakdown,2023,2020s,Digital India Era,Plan 13,0,,Export,Gems & Jewellery,,,,,69876.0,9.0,776400,898000,,,,,,3737.9,,,,
Commodity_Breakdown,2023,2020s,Digital India Era,Plan 13,0,,Export,Chemicals & Pharma,,,,,108696.0,14.0,776400,898000,,,,,,3737.9,,,,
Commodity_Breakdown,2023,2020s,Digital India Era,Plan 13,0,,Export,Textiles & Apparel,,,,,85404.0,11.0,776400,898000,,,,,,3737.9,,,,
Commodity_Breakdown,2023,2020s,Digital India Era,Plan 13,0,,Export,Agriculture & Allied,,,,,69876.0,9.0,776400,898000,,,,,,3737.9,,,,
Commodity_Breakdown,2023,2020s,Digital India Era,Plan 13,0,,Export,Electronics & IT Goods,,,,,69876.0,9.0,776400,898000,,,,,,3737.9,,,,
Commodity_Breakdown,2023,2020s,Digital India Era,Plan 13,0,,Export,Other Merchandise,,,,,46584.0,6.0,776400,898000,,,,,,3737.9,,,,
Commodity_Breakdown,2023,2020s,Digital India Era,Plan 13,0,,Import,Crude Oil & Petroleum,,,,,242460.0,27.0,776400,898000,,,,,,3737.9,,,,
Commodity_Breakdown,2023,2020s,Digital India Era,Plan 13,0,,Import,Electronics & Machinery,,,,,197560.0,22.0,776400,898000,,,,,,3737.9,,,,
Commodity_Breakdown,2023,2020s,Digital India Era,Plan 13,0,,Import,Gold & Precious Metals,,,,,80820.0,9.0,776400,898000,,,,,,3737.9,,,,
Commodity_Breakdown,2023,2020s,Digital India Era,Plan 13,0,,Import,Chemicals,,,,,71840.0,8.0,776400,898000,,,,,,3737.9,,,,
Commodity_Breakdown,2023,2020s,Digital India Era,Plan 13,0,,Import,Coal & Coke,,,,,62860.0,7.0,776400,898000,,,,,,3737.9,,,,
Commodity_Breakdown,2023,2020s,Digital India Era,Plan 13,0,,Import,Edible Oils,,,,,35920.0,4.0,776400,898000,,,,,,3737.9,,,,
Commodity_Breakdown,2023,2020s,Digital India Era,Plan 13,0,,Import,Defence & Aerospace,,,,,44900.0,5.0,776400,898000,,,,,,3737.9,,,,
Commodity_Breakdown,2023,2020s,Digital India Era,Plan 13,0,,Import,Other Merchandise,,,,,161640.0,18.0,776400,898000,,,,,,3737.9,,,,
Commodity_Breakdown,2024,2020s,Digital India Era,Plan 13,1,,Export,Engineering Goods,,,,,202332.0,26.0,778200,878500,,,,,,3940.0,,,,
Commodity_Breakdown,2024,2020s,Digital India Era,Plan 13,1,,Export,Petroleum Products,,,,,108948.0,14.0,778200,878500,,,,,,3940.0,,,,
Commodity_Breakdown,2024,2020s,Digital India Era,Plan 13,1,,Export,Gems & Jewellery,,,,,62256.0,8.0,778200,878500,,,,,,3940.0,,,,
Commodity_Breakdown,2024,2020s,Digital India Era,Plan 13,1,,Export,Chemicals & Pharma,,,,,116730.0,15.0,778200,878500,,,,,,3940.0,,,,
Commodity_Breakdown,2024,2020s,Digital India Era,Plan 13,1,,Export,Textiles & Apparel,,,,,85602.0,11.0,778200,878500,,,,,,3940.0,,,,
Commodity_Breakdown,2024,2020s,Digital India Era,Plan 13,1,,Export,Agriculture & Allied,,,,,77820.0,10.0,778200,878500,,,,,,3940.0,,,,
Commodity_Breakdown,2024,2020s,Digital India Era,Plan 13,1,,Export,Electronics & IT Goods,,,,,77820.0,10.0,778200,878500,,,,,,3940.0,,,,
Commodity_Breakdown,2024,2020s,Digital India Era,Plan 13,1,,Export,Other Merchandise,,,,,54474.0,7.0,778200,878500,,,,,,3940.0,,,,
Commodity_Breakdown,2024,2020s,Digital India Era,Plan 13,1,,Import,Crude Oil & Petroleum,,,,,210840.0,24.0,778200,878500,,,,,,3940.0,,,,
Commodity_Breakdown,2024,2020s,Digital India Era,Plan 13,1,,Import,Electronics & Machinery,,,,,202055.0,23.0,778200,878500,,,,,,3940.0,,,,
Commodity_Breakdown,2024,2020s,Digital India Era,Plan 13,1,,Import,Gold & Precious Metals,,,,,70280.0,8.0,778200,878500,,,,,,3940.0,,,,
Commodity_Breakdown,2024,2020s,Digital India Era,Plan 13,1,,Import,Chemicals,,,,,70280.0,8.0,778200,878500,,,,,,3940.0,,,,
Commodity_Breakdown,2024,2020s,Digital India Era,Plan 13,1,,Import,Coal & Coke,,,,,61495.0,7.0,778200,878500,,,,,,3940.0,,,,
Commodity_Breakdown,2024,2020s,Digital India Era,Plan 13,1,,Import,Edible Oils,,,,,35140.0,4.0,778200,878500,,,,,,3940.0,,,,
Commodity_Breakdown,2024,2020s,Digital India Era,Plan 13,1,,Import,Defence & Aerospace,,,,,43925.0,5.0,778200,878500,,,,,,3940.0,,,,
Commodity_Breakdown,2024,2020s,Digital India Era,Plan 13,1,,Import,Other Merchandise,,,,,184485.0,21.0,778200,878500,,,,,,3940.0,,,,
Partner_Breakdown,2000,2000s,High Growth Era,Plan 10,0,,Export,,United States,USA,Americas,G7,13831.4,22.0,62870,67650,,,,,,476.7,,,,
Partner_Breakdown,2000,2000s,High Growth Era,Plan 10,0,,Export,,UAE,ARE,Middle East,GCC,3143.5,5.0,62870,67650,,,,,,476.7,,,,
Partner_Breakdown,2000,2000s,High Growth Era,Plan 10,0,,Export,,China,CHN,Asia,BRICS,1257.4,2.0,62870,67650,,,,,,476.7,,,,
Partner_Breakdown,2000,2000s,High Growth Era,Plan 10,0,,Export,,UK,GBR,Europe,G7,3772.2,6.0,62870,67650,,,,,,476.7,,,,
Partner_Breakdown,2000,2000s,High Growth Era,Plan 10,0,,Export,,Germany,DEU,Europe,EU,2514.8,4.0,62870,67650,,,,,,476.7,,,,
Partner_Breakdown,2000,2000s,High Growth Era,Plan 10,0,,Export,,Bangladesh,BGD,Asia,SAARC,628.7,1.0,62870,67650,,,,,,476.7,,,,
Partner_Breakdown,2000,2000s,High Growth Era,Plan 10,0,,Export,,Singapore,SGP,Asia,ASEAN,1886.1,3.0,62870,67650,,,,,,476.7,,,,
Partner_Breakdown,2000,2000s,High Growth Era,Plan 10,0,,Export,,Netherlands,NLD,Europe,EU,1257.4,2.0,62870,67650,,,,,,476.7,,,,
Partner_Breakdown,2000,2000s,High Growth Era,Plan 10,0,,Export,,Hong Kong,HKG,Asia,Other,3143.5,5.0,62870,67650,,,,,,476.7,,,,
Partner_Breakdown,2000,2000s,High Growth Era,Plan 10,0,,Export,,Saudi Arabia,SAU,Middle East,OPEC,1257.4,2.0,62870,67650,,,,,,476.7,,,,
Partner_Breakdown,2000,2000s,High Growth Era,Plan 10,0,,Import,,China,CHN,Asia,BRICS,2029.5,3.0,62870,67650,,,,,,476.7,,,,
Partner_Breakdown,2000,2000s,High Growth Era,Plan 10,0,,Import,,UAE,ARE,Middle East,GCC,2029.5,3.0,62870,67650,,,,,,476.7,,,,
Partner_Breakdown,2000,2000s,High Growth Era,Plan 10,0,,Import,,USA,USA,Americas,G7,5412.0,8.0,62870,67650,,,,,,476.7,,,,
Partner_Breakdown,2000,2000s,High Growth Era,Plan 10,0,,Import,,Saudi Arabia,SAU,Middle East,OPEC,4059.0,6.0,62870,67650,,,,,,476.7,,,,
Partner_Breakdown,2000,2000s,High Growth Era,Plan 10,0,,Import,,Russia,RUS,Europe,BRICS,676.5,1.0,62870,67650,,,,,,476.7,,,,
Partner_Breakdown,2000,2000s,High Growth Era,Plan 10,0,,Import,,Iraq,IRQ,Middle East,OPEC,1353.0,2.0,62870,67650,,,,,,476.7,,,,
Partner_Breakdown,2000,2000s,High Growth Era,Plan 10,0,,Import,,South Korea,KOR,Asia,OECD,1353.0,2.0,62870,67650,,,,,,476.7,,,,
Partner_Breakdown,2000,2000s,High Growth Era,Plan 10,0,,Import,,Australia,AUS,Oceania,OECD,1353.0,2.0,62870,67650,,,,,,476.7,,,,
Partner_Breakdown,2000,2000s,High Growth Era,Plan 10,0,,Import,,Switzerland,CHE,Europe,OECD,2706.0,4.0,62870,67650,,,,,,476.7,,,,
